employee_id,first_name,last_name,gender,dob,personal_email,official_email,phone,city,state,address,department,designation,joining_date,exit_date,employment_status,employment_type,salary,grade,pan_number,uan_number,bank_account,ifsc_code,bank_name,manager_id,branch_location,cost_center,remarks
EMP-03916,,Tripathi,Male,06/03/1984,vtripathi@outlook.com,vikram.tripathi@company.co.in,9790-0046-19,Guntur,Andhra Pradesh,,HR,Consultant,27-May-20,08 Jul 2023,Absconding,Full Time,220083,M1,ZECRJ2664O,209259725381,27623586861,CNRB0001234,ICICI Bank,EMP-00130,Regional Office,,On maternity leave
EMP-03917,GEETANJALI,Krishnan,Male,11/02/1984,#N/A,,9708174903,Rajkot,Gujarat,"Flat 549, Sector 70",Admin,Executive,2012/09/09,NA,On Leave,Full Time,352929,G7,ZMHER8292X,507063955408,94277671676,ICIC0002345,SBI,EMP-01168,Rajkot,,On probation
EMP-03918,Yogesh,,M,28.10.1984,yogsingh@ymail.com,NA,08674058022,Neemrana,Rajasthan,"Flat 1709, Sector 19",Admin,AGM,23-12-2009,,On Leave,Consultant,130171,G2,IQBJA1650S,324370100765,85535593415,PUNB0001234,Bank of Baroda,EMP-03364,Neemrana,CC-985,Confirmed
EMP-03919,RAMESH,,Female,July 19 1995,yadav.ramesh@rediffmail.com,ramesh.yadav@company.co.in,8675421696,Rohtak,Haryana,"Flat 761, Shivaji Nagar",Logistics,Associate,11/3/2024,,Active,Contract,279589,G5,VRIRQ2510R,263274253339,,IOBA0001234,Canara Bank,EMP-02854,Rohtak,,
EMP-03920,divya,Chaudhary,Male,19-Feb-00,divchaudhary@protonmail.com,divya.chaudhary@company.co.in,+91-74960-43336,Raipur,Chhattisgarh,"Flat 165, Nehru Colony",R&D,VP,22/08/2008,,Absconding,Full Time,,G1,DWHUG7281O,,82285004023,CNRB0001234,NA,,Head Office,CC-116,Confirmed
EMP-03921,,Ghosh,Female,1972-03-18,gghosh@business.co.in,geeta.ghosh@company.co.in,8249887857,Bengaluru,Karnataka,"Flat 406, Sector 28",Logistics,Analyst,2006-01-15,,,,173253,M1,Applied,139800959518,Not Submitted,,Kotak Bank,,,,Confirmed
EMP-03922,Anjali,Mane,F,08.10.1981,maneanjali@icloud.com,anjali.mane@company.co.in,+91-91398-20334,Mysore,Karnataka,"Flat 1160, Shivaji Nagar",Customer Service,Consultant,31/08/2018,,Active,Part Time,,G1,XTPLY1603H,350966516375,38795770445,NA,,,,CC-316,Confirmed
EMP-03923,Kavita,Venkat.,Female,31/12/1972,kavvenkat@rediffmail.com,kavita.venkat@company.co.in,+919296511586,Ahmedabad,Gujarat,"Flat 727, Sector 75",Customer Service,Trainee,13/12/2008,,Active,Part Time,27386 PM,G7,N/A,813442628071,30262156578,NA,ICICI Bank,EMP-03330,Head Office,CC-217,Performance PIP
EMP-03924,SWATI,Bajaj,Female,19/05/1995,bajajswati@company.in,swati.bajaj@company.co.in,,Pali,Rajasthan,"Flat 166, Nehru Colony",Finance,Trainee,,,Active,Consultant,Confidential,G2,,263933337236,85418564594,KOTK0005678,Bank of Baroda,HOD,Pali,NA,Transfer pending
EMP-03925,INDIRA,Rathore,F,1992/06/04,indira488@protonmail.com,,9551990260(W),Kochi,Kerala,"Flat 413, Nehru Colony",Finance,GM,14-01-2005,09/06/2020,Active,Consultant,,G4,Applied,997860656352,,KOTK0005678,ICICI Bank,NA,Kochi,CC-118,
EMP-03926,Krishna,Bhosale,M,31-07-1996,test@test,krishna.bhosale@company.co.in,6308081360,Tiruppur,Tamil Nadu,"Flat 1285, Gandhi Road",Marketing,Trainee,,Active,,Full Time,Confidential,G3,FRNZY9378U,NA,72425520064,HDFC0001234,SBI,NA,Tiruppur,,
EMP-03927,Vijay,Chopra,M,6/11/2000,vchopra@outlook.com,vchopra@company.co.in,919604194394,Neemrana,Rajasthan,"Flat 1208, Shivaji Nagar",Customer Service,Associate,26 Apr 2009,,Active,Full Time,42701 PM,G2,Applied,848041928348,,ICIC0002345,SBI,EMP-03504,Neemrana,CC-166,
EMP-03928,Govind,Pandey,Male,27 Dec 1991,na@na.com,govind.pandey@company.co.in,+91-62658-00478,Coimbatore,Tamil Nadu,"Flat 1793, MG Nagar",Admin,Manager,2014/12/27,,Active,Full Time,,G3,Applied,288773334672,77522181536,NA,SBI,HOD,Coimbatore,CC-980,
EMP-03929,,MENON,Male,1983-10-08,test@test,imenon@company.co.in,91482 54579,Gwalior,Madhya Pradesh,"Flat 918, Sector 65",Admin,VP,11/16/2016,,,Part Time,40922,G6,IZZOV6137Y,,,AXIS0004567,ICICI Bank,EMP-00907,Gwalior,CC-678,Resigned - Notice period
EMP-03930,,sen,Other,09.06.1991,jayanti_sen@ymail.com,NA,8476649287,Bikaner,Rajasthan,,Quality,Analyst,24/01/2009,,Retired,Full Time,361752,M2,IZUAY7951R,Not Enrolled,NA,KOTK0005678,HDFC Bank,EMP-00116,Regional Office,,Confirmed
EMP-03931,Kiran,Patil,Female,1984-12-11,kpatil@icloud.com,kiran.patil@company.co.in,06145828470,Guntur,Andhra Pradesh,"Flat 83, Sector 64",Procurement,Supervisor,2024-01-17,2024-12-18,Resigned,Full Time,148096,NA,OBXXP1975W,NA,Not Submitted,HDFC0001234,Axis Bank,EMP-03843,Guntur,,On paternity leave
EMP-03932,Dhruv  ,Dutta,Female,13/6/1992,dhdut@outlook.com,,7677863398,Amritsar,Punjab,"Flat 1492, Shivaji Nagar",Logistics,Manager,14-Mar-09,,,Part Time,,G4,Applied,,60614755485,AXIS0004567,HDFC Bank,HOD,Amritsar,CC-813,Confirmed
EMP-03933,Pooja,Mukherjee,Other,29/10/1993,pooja-muk@icloud.com,pooja.mukherjee@company.co.in,+918608633797,Pali,Rajasthan,"Flat 609, Shivaji Nagar",Admin,Analyst,,NA,Active,Consultant,60360,,TPCID9248G,565600198950,92195034474,AXIS0004567,SBI,EMP-01804,,NA,
EMP-03934,Isha,,Male,1983-09-03,istha@yahoo.co.in,isha.thakur@company.co.in,+916991606615,Mohali,Punjab,"Flat 1075, Nehru Colony",Legal,DGM,20/04/2012,,Active,Part Time,Confidential,G4,LRSTB3287Z,,NA,IOBA0001234,Union Bank,EMP-02006,,CC-569,
EMP-03935,Aarav,Pandey,Male,May 02 1985,apandey@company.in,,06821847820,Nashik,Maharashtra,"Flat 1609, Shivaji Nagar",Legal,Team Lead,2010-08-30,,Active,Full Time,61684,M2,GNKKI7286T,458683994341,46307647228,NA,ICICI Bank,EMP-03833,Nashik,CC-850,
EMP-03936,Alok,,Male,28-02-1995,alok-mandal@gmail.com,NA,+916631183016,Jaipur,Rajasthan,"Flat 216, Sector 8",Finance,VP,20 Feb 2014,,Active,Contract,301429 PM,G2,AOOXV5737A,207641166428,54525828486,,ICICI Bank,EMP-00831,,CC-790,Resigned - Notice period
EMP-03937,MOHIT,Menon,Male,26 Aug 1977,mmenon@yahoo.co.in,mohit.menon@company.co.in,06566306166,Jalandhar,Punjab,"Flat 1203, Shivaji Nagar",Legal,Trainee,2022-06-16,,,Full Time,116443,G3,KMIMR9665D,802321371652,48487971007,KOTK0005678,Bank of Baroda,EMP-00029,Jalandhar,CC-381,
EMP-03938,simran,,Male,16/05/1970,simran521@business.co.in,simran.saha@company.co.in,+916916186644,Tiruchirappalli,Tamil Nadu,,Production,Director,27 Nov 2007,,Resigned,Apprentice,83618,E1,RRVCX8269I,417902842349,25600831087,NA,NA,EMP-02384,Tiruchirappalli,CC-670,Transfer pending
EMP-03939,Aditya,,Male,,aditya.chakraborty@ymail.com,aditya.chakraborty@company.co.in,8552648992(W),Coimbatore,Tamil Nadu,"Flat 507, MG Nagar",,Analyst,2023-01-26,,Active,Full Time,236149,G4,,NA,,,ICICI Bank,EMP-02610,Coimbatore,CC-348,Confirmed
EMP-03940,Nisha,Mahindra,Female,27-Apr-77,nismahindra@hotmail.com,nmahindra@company.co.in,916740367054,Rohtak,Haryana,"Flat 125, Gandhi Road",Logistics,Executive,25-11-2022,,Active,Full Time,291691 PM,G2,WFKJG9451U,955145669286,,BARB0001234,PNB,HOD,Rohtak,CC-320,Resigned - Notice period
EMP-03941,Govind,Kale,Female,14-02-1968,not provided,govind.kale@company.co.in,+917164480062,Udaipur,Rajasthan,,Finance,Senior Executive,06-Jul-14,2015-08-18,Active,Full Time,As per CTC,G1,Applied,588962650190,62949494428,UBIN0001234,SBI,EMP-01046,Regional Office,CC-379,Confirmed
EMP-03942,Simran,Pandey.,Female,11 Jul 1997,simran18@gmail.com,simran.pandey@company.co.in,8373911215,Kanpur,Uttar Pradesh,"Flat 1663, Nehru Colony",Admin,Director,10 Dec 2009,Active,Active,Full Time,57408,G4,,NA,60267149042,ICIC0002345,ICICI Bank,EMP-03902,,CC-388,Confirmed
EMP-03943,Urmila,,Male,17/8/1997,N/A,NA,8975931079,Vijayawada,Andhra Pradesh,"Flat 677, Sector 75",Finance,Supervisor,12-06-2022,,Active,Part Time,As per CTC,M1,IQCJO8214E,638409501940,87630970925,PUNB0001234,Kotak Bank,EMP-02770,Vijayawada,CC-481,
EMP-03944,Tarun,Mukherjee,,01/16/1977,tarunm@outlook.com,tarun.mukherjee@company.co.in,+916636697721,Nellore,Andhra Pradesh,NA,Quality,Team Lead,4/8/2011,Active,Active,Full Time,258823,G4,WFNNM8371E,971224304414,NA,UBIN0001234,HDFC Bank,EMP-03253,Nellore,NA,On maternity leave
EMP-03945,,Mehta,Female,05/23/1970,rameshm@icloud.com,ramesh.mehta@company.co.in,9962495305,Pune,Maharashtra,"Flat 958, MG Nagar",Logistics,GM,2014-11-23,2023-11-01,Probation,Full Time,,,Applied,314118950453,17467064529,HDFC0001234,Bank of Baroda,EMP-00632,Pune,NA,
EMP-03946,Harish,Dutta,Female,1996-09-18,not provided,harish.dutta@company.co.in,6661470565(W),Chennai,Tamil Nadu,,Security,Officer,16/06/2018,,Active,Full Time,Confidential,G2,MMENS6190M,778212705860,42127300160,,PNB,EMP-00756,Chennai,CC-480,
EMP-03947,,Saxena,Female,1986/08/11,na@na.com,NA,+919619604544,Jabalpur,Madhya Pradesh,"Flat 885, Nehru Colony",Security,VP,07/12/2017,,Probation,Contract,134938,G6,XAETF8077D,Not Enrolled,,,HDFC Bank,EMP-02105,,NA,Performance PIP
EMP-03948,Wasim,Verma,Male,1979-02-11,wasim259@hotmail.com,,6858903837,Surat,Gujarat,"Flat 501, Shivaji Nagar",Sales,Consultant,21-05-2012,,Retired,Full Time,52347 PM,G7,,,90741228532,UBIN0001234,,EMP-00512,Surat,CC-767,
EMP-03949,Vijay,,M,02/24/1997,test@test,,+919192808004,Ranchi,Jharkhand,,IT,Trainee,2017/12/29,,Active,Part Time,50239,,KPTKK0791S,548621396285,77291277540,NA,,EMP-02458,,,Confirmed
EMP-03950,Meera,Roy,Male,1970-11-03,meerar@icloud.com,meera.roy@company.co.in,76454 73775,Bhopal,Madhya Pradesh,"Flat 380, Nehru Colony",Marketing,VP,18/03/2013,,Active,,96075,G3,RKQQF6304I,707630063802,Not Submitted,,Axis Bank,,Bhopal,NA,Star performer
EMP-03951,,Dwivedi,M,03/03/1990,not provided,indira.dwivedi@company.co.in,916550574801,Nagpur,Maharashtra,,Admin,Associate,14.04.2021,,Resigned,Contract,177729,G5,Applied,793636913388,22789376882,HDFC0001234,SBI,EMP-02502,Head Office,CC-145,Resigned - Notice period
EMP-03952,,Joshi,Female,23-12-1980,zubair_jos@hotmail.com,zubair.joshi@company.co.in,8933141945,Noida,Uttar Pradesh,NA,HR,Team Lead,09/03/2020,NA,Resigned,Apprentice,18998,G1,ZVXPJ5064V,265083200854,NA,,Canara Bank,EMP-02470,,CC-236,Performance PIP
EMP-03953,,Iyengar,,27/05/1974,iyengar-sandeep@yahoo.co.in,sandeep.iyengar@company.co.in,9443-6018-64,Kolkata,West Bengal,,IT,Officer,15/09/2011,,,Full Time,18822,G5,,816120820756,,NA,SBI,EMP-00542,Kolkata,NA,
EMP-03954,Yogesh,Rathore,Male,06/06/1983,yograthore@gmail.com,,+91 99579 69518,Patiala,Punjab,,Admin,Team Lead,12/08/2020,,Active,Full Time,22093 PM,,QJTZN6715C,NA,75692841124,,ICICI Bank,EMP-02729,Patiala,CC-222,On paternity leave
EMP-03955,Farhan,Birla,Male,14-Jan-91,farhanbir@gmail.com,fbirla@company.co.in,916126601875,Mysore,Karnataka,NA,,Associate,2005-05-27,,Active,Full Time,Confidential,G5,FCWNP5467N,266306752456,44135603231,BARB0001234,Kotak Bank,EMP-03275,Head Office,CC-521,Resigned - Notice period
EMP-03956,  Aditya,,Female,30.05.1992,N/A,,8383346255,Rajkot,Gujarat,"Flat 316, Sector 45",Marketing,AGM,2007/07/01,,Active,Full Time,,G6,,NA,52703671832,KOTK0005678,ICICI Bank,EMP-02941,Rajkot,CC-326,Confirmed
EMP-03957,,iyer,M,1992-12-03,anaiyer@company.in,ananya.iyer@company.co.in,+91-88959-68427,Coimbatore,Tamil Nadu,"Flat 1296, Nehru Colony",Legal,Associate,27 Mar 2012,,Resigned,Full Time,Confidential,M1,SKUYH7979K,672579932518,,,Kotak Bank,EMP-02220,,CC-265,
EMP-03958,Krishna,Nair,Female,1981-08-22,krnai@outlook.com,krishna.nair@company.co.in,96200 64473,Visakhapatnam,Andhra Pradesh,"Flat 1296, Shivaji Nagar",Logistics,Intern,08.08.2019,,Resigned,Contract,107173,G4,GMGVA5379K,188176819972,,PUNB0001234,ICICI Bank,EMP-02085,Head Office,CC-749,Performance PIP
EMP-03959,Suresh  ,Verma,Female,09-04-2001,surverma@outlook.com,suresh.verma@company.co.in,8558260663,Bikaner,Rajasthan,"Flat 893, Gandhi Road",,Associate,19-Aug-23,2024-10-16,Active,Intern,50276,G7,GWGVU3062H,135755120831,62786237354,,ICICI Bank,EMP-00900,Bikaner,CC-216,On probation
EMP-03960,Anand,Das,Male,1977-07-23,N/A,NA,7572592558,Jabalpur,Madhya Pradesh,,,Senior Executive,2011-12-16,,Terminated,Full Time,45056,M2,Applied,NA,73250686773,,ICICI Bank,EMP-02081,,CC-448,
EMP-03961,Tarun,Deshpande,Female,22-07-1974,deshpandetarun@gmail.com,tarun.deshpande@company.co.in,+91-61382-65369,Bhilwara,Rajasthan,"Flat 647, Nehru Colony",,Trainee,13.02.2019,2024-05-18,Active,Full Time,114865,G3,NYFEL6715U,685644576903,,IOBA0001234,Axis Bank,EMP-03261,,CC-412,
EMP-03962,Sunita,Chauhan,,21-Feb-98,not provided,sunita.chauhan@company.co.in,+916400030369,Mysore,Karnataka,"Flat 1362, Gandhi Road",Customer Service,Intern,2007/12/25,,Active,Consultant,As per CTC,G3,HDAWK0101E,336076365136,30964328157,AXIS0004567,Union Bank,,Mysore,CC-280,
EMP-03963,Prakash  ,,,08-Apr-82,kadam-prakash@hotmail.com,pkadam@company.co.in,Not Available,Bhilwara,Rajasthan,"Flat 59, Gandhi Road",R&D,Analyst,2008-09-24,,Active,Full Time,373988,G2,OESWY0072J,333460298989,21657304015,IOBA0001234,SBI,EMP-02250,Bhilwara,CC-243,
EMP-03964,Rohit,Mehta,Male,05/13/1979,rohitm@rediffmail.com,rohit.mehta@company.co.in,7385576608,Vadodara,Gujarat,"Flat 391, Nehru Colony",Security,Associate,July 09 2017,,Active,Contract,102412,G4,HXBEQ8723J,,76744975961,IOBA0001234,HDFC Bank,,Vadodara,NA,
EMP-03965,Sapna,Chatterjee,Female,22/02/1982,sapna.cha@icloud.com,,8636200536(W),Mohali,Punjab,NA,Security,VP,,,Active,Full Time,,G3,DZCTN0075Y,NA,43355698627,AXIS0004567,HDFC Bank,HOD,Head Office,CC-274,Confirmed
EMP-03966,swati,Jindal,Male,1981-07-20,not provided,swati.jindal@company.co.in,8641892416,Bhopal,Madhya Pradesh,"Flat 1355, Sector 78",Legal,AGM,23/10/2011,,On Leave,Contract,212098,G4,JFUIN3240Z,280244813975,,,HDFC Bank,EMP-00346,Bhopal,CC-578,Star performer
EMP-03967,Akash,,Prefer not to say,14 Jul 1986,goenka.akash@company.in,akash.goenka@company.co.in,9143003134,Mysore,Karnataka,"Flat 680, Shivaji Nagar",,Trainee,2017/01/24,22/11/2022,Active,Part Time,Confidential,NA,ZBRRU4694I,494946453157,,,HDFC Bank,EMP-02907,Head Office,CC-188,
EMP-03968,Gaurav,CHOUDHURY,Male,17/2/1977,choudhurygaurav@gmail.com,gaurav.choudhury@company.co.in,9853520792,Coimbatore,Tamil Nadu,"Flat 1287, Shivaji Nagar",,Team Lead,02/02/2006,,On Leave,Part Time,148025,G2,CUCOL0067S,,NA,NA,ICICI Bank,EMP-02957,Head Office,,Confirmed
EMP-03969,Bharat,SINGH,F,1990-06-12,bhasingh@protonmail.com,bharat.singh@company.co.in,+91-61275-78076,Meerut,Uttar Pradesh,"Flat 1165, Gandhi Road",Finance,Analyst,09/21/2006,20-01-2018,Active,Full Time,As per CTC,M1,HXIDH4896C,380491089796,43006208993,,IOB,EMP-00317,,CC-290,Confirmed
EMP-03970,Harish,,Male,14-07-1992,harish-kul@outlook.com,harish.kulkarni@company.co.in,,Nellore,Andhra Pradesh,NA,Security,Officer,2021-06-06,Active,Active,Intern,75563 PM,M1,GLLSH6694Z,173729609432,Not Submitted,,HDFC Bank,EMP-02783,Nellore,CC-743,On probation
EMP-03971,Kavita,Singhania,Male,04-Feb-99,N/A,NA,+916983901385,Varanasi,Uttar Pradesh,"Flat 1804, Nehru Colony",Admin,Manager,27-Jun-05,,Active,Full Time,204800,G3,Applied,NA,85869402758,NA,HDFC Bank,EMP-02749,,CC-311,Absconding
EMP-03972,Zubair,Banerjee,Male,22/7/2002,zubair-ban@company.in,zbanerjee@company.co.in,917752730022,Indore,Madhya Pradesh,"Flat 772, Nehru Colony",,Director,2006-07-28,,Resigned,Full Time,35293,G3,UIZWE9383B,,99472634891,KOTK0005678,IOB,EMP-02143,Regional Office,,On maternity leave
EMP-03973,,KHANNA,Male,29-Nov-90,kavita407@yahoo.co.in,kavita.khanna@company.co.in,+91 83554 67673,Salem,Tamil Nadu,"Flat 1129, Shivaji Nagar",Security,Executive,13 Nov 2014,,Probation,Apprentice,135956,G1,,,85929641742,,Axis Bank,,Salem,NA,Confirmed
EMP-03974,Amita,Menon,Female,18-Dec-74,amitam@rediffmail.com,NA,07810701421,Mohali,Punjab,"Flat 765, Gandhi Road",Customer Service,Intern,2020/10/31,,Retired,Intern,,G5,N/A,370092301313,13315323516,,IOB,,Mohali,NA,
EMP-03975,Nagesh,Shinde,,1998-08-18,nashi@yahoo.co.in,nagesh.shinde@company.co.in,08848474368,Allahabad,Uttar Pradesh,NA,,Analyst,2017-12-17,30/07/2019,Resigned,Full Time,Confidential,G3,BEORY4628L,522406266219,,BARB0001234,,HOD,Head Office,,On maternity leave
EMP-03976,  Harpreet,,Male,1984-12-18,harpreet453@icloud.com,harpreet.rajput@company.co.in,08730986878,Dhanbad,Jharkhand,NA,Finance,AGM,19 Jan 2017,,Terminated,Apprentice,92105,M2,LVIOY0176M,NA,,,Kotak Bank,HOD,Dhanbad,,On probation
EMP-03977,,Banerjee,Female,09/02/1981,abanerjee@business.co.in,aditya.banerjee@company.co.in,Not Available,Varanasi,Uttar Pradesh,"Flat 1061, Sector 55",Operations,GM,2005-11-15,,Active,Full Time,149465,G2,GNMIO3688W,,NA,SBIN0003456,Kotak Bank,EMP-02059,Varanasi,CC-808,
EMP-03978,ANANYA,Birla,Male,1990-01-01,test@test,ananya.birla@company.co.in,75116 23540,Mohali,Punjab,,R&D,Supervisor,26-09-2006,,Active,Full Time,32798,M2,WKSVU3043O,NA,59617570693,,SBI,EMP-03190,,CC-604,
EMP-03979,qasim,Wadia,F,01/10/1996,qasim947@icloud.com,qasim.wadia@company.co.in,+917856169601,Amritsar,Punjab,,Operations,Manager,22/06/2011,,Active,Full Time,Confidential,G1,PUKWY6391O,,67578432834,IOBA0001234,IOB,EMP-03323,Head Office,CC-932,On maternity leave
EMP-03980,Kiran,Mehta,Male,22 Oct 1991,N/A,,9879752267,Sikar,Rajasthan,"Flat 1862, Sector 36",R&D,Manager,,,Active,Consultant,Confidential,G6,N/A,944353835513,14994527020,,SBI,,,CC-612,On paternity leave
EMP-03981,Deepak  ,Kumar,Male,2000-10-04,deepak_kum@icloud.com,,,Mysore,Karnataka,,Security,VP,16-12-2021,02-Sep-24,Active,Contract,141955,G2,Applied,335949666013,62636624363,,IOB,,Mysore,NA,On probation
EMP-03982,Jaspreet,Pillai,Other,,jaspreet946@ymail.com,,Not Available,Agra,Uttar Pradesh,"Flat 1121, Gandhi Road",R&D,DGM,2010-08-20,Active,,Full Time,137340,G1,NUSYK1008U,Not Enrolled,82547471417,NA,ICICI Bank,NA,Agra,,Resigned - Notice period
EMP-03983,Sneha,,Female,28-Dec-81,sneha_roy@outlook.com,sneha.roy@company.co.in,N/A,Allahabad,Uttar Pradesh,"Flat 1791, Sector 10",IT,GM,02/01/2024,Active,Active,Full Time,26175,G3,QGRHG2187V,512204915951,87560404929,BARB0001234,Kotak Bank,HOD,,NA,
EMP-03984,Babita,Ghosh,Female,02/20/1994,bagho@outlook.com,bghosh@company.co.in,+918680742623,Pune,Maharashtra,,Logistics,AGM,27.11.2015,,Active,Contract,129598,NA,RNOER6320A,572859875286,50580582958,,Bank of Baroda,HOD,Regional Office,CC-265,Star performer
EMP-03985,SANDEEP,Pawar,Female,1997/06/06,sandeep797@yahoo.co.in,sandeep.pawar@company.co.in,919583798834,Jabalpur,Madhya Pradesh,"Flat 553, Sector 44",,Analyst,2012/02/26,,Active,,362922,G6,N/A,987957828675,40109964628,NA,HDFC Bank,EMP-03361,Jabalpur,CC-893,Resigned - Notice period
EMP-03986,rohit,Iyengar,,16/1/1991,roiye@icloud.com,rohit.iyengar@company.co.in,+91 61123 00756,Kolkata,West Bengal,"Flat 172, Shivaji Nagar",Operations,Senior Executive,03.04.2012,,Resigned,Full Time,227195 PM,,Applied,,39380273717,,ICICI Bank,EMP-03391,Head Office,,
EMP-03987,,Deshpande,Male,26/07/1993,amdes@hotmail.com,,6153479889,Agra,Uttar Pradesh,"Flat 1128, Gandhi Road",Marketing,Supervisor,2019-04-08,,Active,Intern,,,,227100741568,86012092317,,PNB,,Head Office,CC-743,Resigned - Notice period
EMP-03988,,,M,2000-12-04,sdeshpande@icloud.com,NA,9240819336(W),Udaipur,Rajasthan,,Finance,Officer,29-06-2018,2020-08-12,On Leave,Contract,,E1,TDBOP9552V,,96367357232,PUNB0001234,SBI,EMP-00904,Head Office,CC-722,
EMP-03989,mahesh,lahiri,Male,1971/02/01,lahirimahesh@protonmail.com,,+919431891567,Ludhiana,Punjab,NA,Legal,Executive,2014-09-22,,Active,Full Time,19112,G5,GGCXE4107X,956340320775,,,ICICI Bank,HOD,Ludhiana,CC-745,Confirmed
EMP-03990,Jayanti,Choudhury,Prefer not to say,1993-01-12,jacho@rediffmail.com,jayanti.choudhury@company.co.in,+91-79808-93685,Neemrana,Rajasthan,,,Manager,07/13/2017,NA,Active,Intern,93185,M1,Applied,219446645374,NA,HDFC0001234,Canara Bank,EMP-02067,Neemrana,CC-334,
EMP-03991,  Deepika,Joshi,,1991/03/22,dejos@rediffmail.com,,N/A,Kolkata,West Bengal,"Flat 249, Nehru Colony",,Associate,17/5/2023,,Active,Full Time,104183,G2,ACFMS4383H,485711863737,42320140550,IOBA0001234,,EMP-03102,Kolkata,NA,Confirmed
EMP-03992,Arjun,Pillai,Male,23-05-1977,arjpillai@business.co.in,arjun.pillai@company.co.in,N/A,Barmer,Rajasthan,"Flat 1178, Sector 1",Production,GM,17-04-2017,,Active,Full Time,128989 PM,G2,WCGQR4989Q,231735642875,74966934812,AXIS0004567,SBI,EMP-02420,,,
EMP-03993,Gurpreet,Biswas,M,09/10/1976,gurpreet222@company.in,gurpreet.biswas@company.co.in,09663210855,Jabalpur,Madhya Pradesh,,,VP,23/07/2023,02-Dec-24,On Leave,Full Time,21858,G7,FAYDF4248E,139903057165,85063244544,NA,Union Bank,,Regional Office,CC-243,Transfer pending
EMP-03994,Amit,Shinde,Male,08/08/1998,na@na.com,amit.shinde@company.co.in,6305288016,Amritsar,Punjab,"Flat 1684, Gandhi Road",HR,Associate,2007-05-14,,Active,Full Time,18774,G6,HTEKV0624K,276043330852,,NA,Bank of Baroda,,Amritsar,,Confirmed
EMP-03995,Ekta  ,Murthy,Female,03/03/1988,#N/A,ekta.murthy@company.co.in,+91 75267 75814,Bhopal,Madhya Pradesh,"Flat 978, Gandhi Road",,Manager,21-10-2010,,Terminated,Full Time,32514,,NROUP8550B,894295245834,14938158760,,PNB,,Bhopal,CC-337,On probation
EMP-03996,Mohan,Oberoi,Female,20/09/1973,mohanoberoi@outlook.com,mohan.oberoi@company.co.in,09963790296,Vadodara,Gujarat,NA,Admin,Executive,2018-07-28,01-10-2023,Resigned,Full Time,As per CTC,M1,Applied,349965640217,86546827151,CNRB0001234,IOB,EMP-02192,,NA,
EMP-03997,Neha,Mahindra,Male,14/05/1971,nmahindra@ymail.com,neha.mahindra@company.co.in,+916133912776,Madurai,Tamil Nadu,NA,Security,Analyst,2016-05-28,Active,Active,Contract,38695,G5,N/A,NA,37019068618,,Axis Bank,,Head Office,,Confirmed
EMP-03998,Nisha,Wadia,Female,1986-02-05,nisha.wadia@company.in,nisha.wadia@company.co.in,+91 61052 23729,Hyderabad,Telangana,"Flat 648, Nehru Colony",Legal,Officer,22/03/2019,NA,Active,,112319,G4,BFTWD6280G,718540329910,71850467908,NA,HDFC Bank,HOD,Hyderabad,,
EMP-03999,Varun,Mukherjee,Male,13 Jun 1979,#N/A,varun.mukherjee@company.co.in,8571956790,Kochi,Kerala,"Flat 922, Gandhi Road",Finance,GM,10/31/2017,NA,Active,Part Time,As per CTC,M1,CXZLI9945S,NA,,,HDFC Bank,,,,On probation
EMP-04000,Jagdish,Jadhav,Female,12.04.1979,jjadhav@company.in,,N/A,Udaipur,Rajasthan,,Sales,Director,09/30/2023,NA,On Leave,Full Time,49870,G4,EAMBY4538R,367695114399,80025310359,CNRB0001234,PNB,EMP-01559,,CC-662,Confirmed
EMP-04001,,Chopra,Female,04/02/1993,,pankaj.chopra@company.co.in,9422393728,Mohali,Punjab,"Flat 77, Shivaji Nagar",IT,Senior Executive,20/10/2022,,Terminated,Contract,179884,G7,DIHEG2537W,431013218430,98208396865,UBIN0001234,SBI,EMP-02893,Head Office,,On probation
EMP-04002,Krishna,Oberoi,M,6/8/1968,krobe@icloud.com,,8370961134,Mysore,Karnataka,"Flat 1663, Gandhi Road",Production,Executive,2023-12-17,Active,Active,Contract,188004,E1,,,74781421601,IOBA0001234,Axis Bank,NA,Regional Office,CC-756,
EMP-04003,Jayanti,Jindal,Male,,jayantij@icloud.com,,9251521339,Ahmedabad,Gujarat,"Flat 513, Nehru Colony",Operations,Executive,06/11/2009,,Active,Full Time,96545,G5,,924916412090,84513499728,AXIS0004567,Union Bank,EMP-00371,Ahmedabad,,
EMP-04004,Ankit,Gaikwad,,28/07/1981,agaikwad@company.in,,9479087632,Bengaluru,Karnataka,"Flat 1380, MG Nagar",Admin,Supervisor,30/06/2016,,Terminated,Full Time,39156,G5,ITAUC1297C,678238017464,Not Submitted,ICIC0002345,ICICI Bank,EMP-01708,Bengaluru,CC-415,Confirmed
EMP-04005,Manish,saha,Female,09.08.1990,masah@ymail.com,manish.saha@company.co.in,68787 64936,Surat,Gujarat,"Flat 1042, Shivaji Nagar",Logistics,Senior Executive,30/05/2019,,Active,Full Time,,G7,NXJNZ0320M,412311440644,NA,NA,SBI,EMP-00710,Regional Office,CC-178,
